ID,LAT,LON,NAME,LIBRARY_ID,LIBRARY_TYPE,MH_F,IH_F,TAS_F,SS_F,NL_F,NH_F,MH_F_size
CO01280,39.64947623,-104.8582789,CHERRY CREEK DAM,1152,dam_study,True,False,True,True,True,True,38.345947
OK10309,36.14989089,-96.25297247,KEYSTONE DAM,67,dam_study,True,False,True,False,False,True,38.614093
PA00108,41.69729746,-80.1021851,WOODCOCK CREEK DAM,5183,dam_study,True,True,True,True,False,True,38.882586
TN03701,36.15631282,-86.61879067,J. PERCY PRIEST DAM,6209,dam_study,True,True,True,True,False,True,38.888419
TX00006,31.83451281,-99.56007376,HORDS CREEK DAM,4706,dam_study,True,True,True,True,False,True,39.379085
CA10108,39.32723371,-120.1147894,MARTIS CREEK DAM,6669,dam_study,True,True,True,True,False,True,39.416421
OR00009,43.91253973,-122.7515502,LOOKOUT POINT DAM,771,dam_study,True,False,True,True,True,True,40.172409
PA00101,40.46811111,-79.36626662,CONEMAUGH DAM,5453,dam_study,True,True,True,True,False,True,40.758029
OK10315,34.94174841,-94.71695613,WISTER DAM,6214,dam_study,True,True,True,True,False,True,40.811786
WV10924,37.59972986,-81.82303359,R.D. BAILEY DAM,1031,dam_study,True,False,True,True,True,True,41.055687
WV08902,37.64079494,-80.88636894,BLUESTONE DAM,38,dam_study,True,False,True,True,False,True,41.057966
OK10306,34.11213761,-95.08019859,PINE CREEK DAM,244,dam_study,True,False,True,True,True,True,41.393444
GA03742,34.16416252,-84.72798524,ALLATOONA DAM,765,dam_study,True,False,True,True,True,True,42.402832
OK22200,36.351669,-96.091667,SKIATOOK DAM,299,dam_study,True,False,False,True,True,True,42.627758
TN03702,36.29640158,-86.6559262,OLD HICKORY LOCK AND DAM,4388,dam_study,True,True,False,False,False,False,42.870929
OR00011,45.71794765,-120.6953956,JOHN DAY LOCK AND DAM,1470,dam_study,True,False,True,True,True,True,42.973086
KS00011,37.74138636,-95.92610255,TORONTO DAM,4366,dam_study,True,True,True,True,False,True,43.176407
CT00502,41.94591542,-71.89861616,WEST THOMPSON DAM,1509,dam_study,True,False,True,True,True,True,43.57367
KS00006,38.36912101,-97.08473669,MARION DAM,963,dam_study,True,False,True,True,True,True,43.687309
MN00585,47.24779984,-94.22169124,LEECH DAM,1504,dam_study,True,False,True,True,True,True,43.765163
KS00003,37.65083292,-96.06290664,FALL RIVER DAM,4746,dam_study,True,True,True,True,False,True,44.108781
MN00584,47.2509,-93.5877,POKEGAMA DAM,4291,dam_study,True,False,True,True,True,True,45.550386
IN03004,40.71550322,-85.95813888,MISSISSINEWA DAM,983,dam_study,True,False,True,True,True,True,45.816737
NM00001,36.23791519,-106.4266263,ABIQUIU DAM,747,dam_study,True,False,True,True,True,True,45.919111
NY00740,42.3461766,-77.70603896,ALMOND DAM,5846,dam_study,True,True,True,True,False,True,46.099646
AL01426,33.2540518,-87.44948284,HOLT LOCK AND DAM,5464,dam_study,True,True,False,False,False,False,46.969361
OR00002,45.61483176,-121.1357264,THE DALLES LOCK AND DAM,4306,dam_study,True,True,False,False,False,False,47.144543
NM00158,35.028332,-104.6883,SANTA ROSA DAM,247,dam_study,True,False,True,True,True,True,47.332291
OR00014,43.70872322,-122.4236336,HILLS CREEK DAM,1471,dam_study,True,False,True,True,True,True,48.444309
KY03009,36.89341099,-86.12568147,BARREN RIVER DAM,1085,dam_study,True,False,True,True,True,True,48.863023
KS00007,38.51441374,-95.7130005,MELVERN DAM,5826,dam_study,True,True,True,True,False,True,49.283677
OK21489S001,37.00944908,-95.94954765,COPAN DAM - CANEY LEVEE,6667,dam_study,True,True,True,False,False,False,49.344916
OK10301,35.34679397,-94.77740259,ROBERT S. KERR LOCK AND DAM,935,dam_study,True,False,False,False,True,True,50.137502
IN03017S001,39.5897688,-84.99150421,BROOKVILLE DAM - DUNLAPSVILLE LEVEE,7427,dam_study,True,True,True,False,False,False,51.279712
MS03605,34.52296003,-88.32534496,JAMIE L. WHITTEN LOCK AND DAM,1460,dam_study,True,False,True,True,True,True,51.565614
OK21489,36.88405785,-95.9686335,COPAN DAM,6667,dam_study,True,True,True,True,False,True,52.497961
OK10319,36.7483449,-98.13894906,GREAT SALT PLAINS DAM,1064,dam_study,True,False,True,True,True,True,52.673356
IA00016,40.82617231,-92.8874853,RATHBUN DAM,151,dam_study,True,False,True,True,True,True,52.708052
OR00001,45.64426344,-121.9408572,BONNEVILLE LOCKS AND DAM,721,dam_study,True,False,True,True,True,True,52.873214
KY03011,37.27714433,-86.2470187,NOLIN DAM,4926,dam_study,True,True,True,True,False,True,53.247178
OK10311S001,35.594,-95.044,TENKILLER DAM - DIKE,5179,dam_study,True,True,True,True,False,False,56.635242
IN03003,39.71701531,-87.07048593,CECIL M. HARDEN DAM,6706,dam_study,True,True,True,True,False,True,56.729667
PA00001,41.52217538,-75.5307433,AYLESWORTH CREEK DAM,5150,dam_study,True,True,True,True,False,True,57.777084
OK10312,36.92818466,-96.08824964,HULAH DAM,740,dam_study,True,False,True,True,True,True,58.038759
TX08012,33.33187704,-95.62789835,COOPER DAM,5165,dam_study,True,True,True,True,False,True,58.2872
CT00502S001,41.94336718,-71.90677502,WEST THOMPSON DAM - REARDON ROAD DIKE,1509,dam_study,True,False,False,False,False,False,58.431323
NM00404,35.61657592,-106.3178358,COCHITI DAM,7007,dam_study,True,True,True,True,False,True,61.275943
OK10314,35.86965013,-95.23082715,FORT GIBSON DAM,989,dam_study,True,False,True,True,True,True,61.914199
NC01713,35.94154371,-78.58269882,FALLS DAM,6215,dam_study,True,True,True,True,False,True,63.904966
CA10106,35.6459311,-118.4821982,ISABELLA DAM,63,dam_study,True,False,True,False,False,True,65.002497
NY00856,42.39698611,-77.71503384,ARKPORT DAM,756,dam_study,True,False,True,False,False,False,65.302667
MA00971S001,42.105,-71.605003,WEST HILL DAM - DIKE D,6586,dam_study,True,False,False,False,False,False,66.098122
KS00001,38.68056143,-96.50265311,COUNCIL GROVE DAM,358,dam_study,True,False,True,True,True,True,66.119157
TN04102,36.09790375,-85.82636891,CENTER HILL DAM,43,dam_study,True,False,True,False,False,True,66.125939
LA00181,32.70890244,-93.91672372,CADDO DAM,4626,dam_study,True,True,True,True,False,True,66.270125
CT00506S001,41.99869489,-73.04522274,COLEBROOK RIVER DAM - SADDLE DIKE,5158,dam_study,True,True,True,False,False,False,67.345483
IN03002,39.48644986,-86.91744979,CAGLES MILL DAM,6526,dam_study,True,True,True,True,False,True,68.286039
IA00017,41.703602,-93.681099,SAYLORVILLE DAM,321,dam_study,True,False,True,True,True,True,68.617309
AL01432,31.62527444,-85.06435947,WALTER F. GEORGE LOCK AND DAM,5566,dam_study,True,True,True,True,False,True,68.89127
WV09901,38.14493478,-82.38417197,EAST LYNN DAM,5452,dam_study,True,True,True,True,False,True,69.442068
OK10311,35.59374121,-95.03793638,TENKILLER DAM,5179,dam_study,True,True,True,True,False,True,72.424131
OK10316,36.08850619,-98.5914085,CANTON DAM,205,dam_study,True,False,True,True,True,True,72.551153
PA00103,41.92049901,-79.9003515,UNION CITY DAM,5182,dam_study,True,True,True,True,False,True,72.554087
CO01281,39.55789344,-105.0594068,CHATFIELD DAM,4627,dam_study,True,False,True,True,True,True,73.055487
TN02702,36.53759146,-85.45131184,DALE HOLLOW DAM,366,dam_study,True,False,True,True,True,True,73.418096
AR00154,34.14859978,-93.71564327,NARROWS DAM,1076,dam_study,True,False,True,True,True,True,74.76014
OH00032,41.04605256,-81.00246049,BERLIN DAM,2813,dam_study,True,False,True,True,True,True,75.633297
VA195001,37.12511531,-82.63055425,North Fork of Pound Dam,6726,dam_study,True,True,True,True,False,True,76.308749
FL00435,30.7086128,-84.86405964,JIM WOODRUFF LOCK AND DAM,5167,dam_study,True,False,False,False,False,True,76.412454
VA117001,36.59667,-78.29667,JOHN H KERR DAM,237,dam_study,True,False,True,True,True,True,76.428319
OK10307S001,34.154447,-94.687439,BROKEN BOW DAM - REREGULATION DAM,1094,dam_study,True,False,True,False,False,False,77.016451
OR00005,43.71638222,-123.0537485,COTTAGE GROVE DAM,7348,dam_study,True,True,True,True,False,True,77.928675
NC00173,35.65458882,-79.067,B. EVERETT JORDAN DAM,305,dam_study,True,False,True,True,True,True,78.638122
GA00820,32.91845437,-85.18807227,WEST POINT DAM,700,dam_study,True,False,True,True,True,True,79.236002
IN03005,40.80791944,-85.6779339,SALAMONIE DAM,5176,dam_study,True,True,True,True,False,True,80.084338
MA00969,42.29070643,-72.86179015,KNIGHTVILLE DAM,1083,dam_study,True,False,True,True,False,True,82.343315
MA00971,42.10590443,-71.60488193,WEST HILL DAM,6586,dam_study,True,True,True,True,False,False,82.394304
CO01283,38.0696437,-102.938143,JOHN MARTIN DAM,262,dam_study,True,False,True,True,True,True,86.177444
OK10310,36.42235422,-95.68018803,OOLOGAH DAM,955,dam_study,True,False,True,True,True,True,87.296905
WA00299,47.99535906,-119.6374271,CHIEF JOSEPH DAM,1494,dam_study,True,False,True,True,True,True,87.588273
OH00927S002,39.526928,-84.00960027,CAESAR CREEK DAM - SADDLE DIKE 2,5674,dam_study,True,True,True,False,False,False,88.061032
KS00010,38.65079293,-95.55868977,POMONA DAM,952,dam_study,True,False,True,True,True,True,88.698107
PA00007,39.92365266,-76.7545033,YORK INDIAN ROCK DAM,5486,dam_study,True,True,True,True,False,True,88.902696
SC82201,33.42676007,-79.93111821,ST. STEPHEN POWERHOUSE DAM,376,dam_study,True,False,True,True,True,True,88.937204
CA10021S001,34.34413295,-117.2440986,Mojave River Dam - Saddle Dike 1,4347,dam_study,True,True,True,False,False,False,89.482751
OK22199,34.62833,-95.349998,SARDIS DAM,1468,dam_study,True,False,True,True,True,True,89.942031
OK20509,36.69882,-96.91958875,KAW DAM,263,dam_study,True,False,True,True,True,True,90.87988
KY03061,36.75214657,-83.25788242,MARTINS FORK DAM,5169,dam_study,True,True,True,True,False,True,93.598787
CT00506,42.00623554,-73.03663427,COLEBROOK RIVER DAM,5158,dam_study,True,True,True,True,False,True,95.819022
IL00007,41.56893433,-88.07805393,LOCKPORT LOCK AND CONTROLLING WORKS,5457,dam_study,True,True,False,False,False,False,96.249537
MO30203,37.13495145,-90.77089115,CLEARWATER DAM,200,dam_study,True,False,True,True,True,True,97.269249
KY03010,36.86977861,-85.14379758,WOLF CREEK DAM,106,dam_study,True,False,True,False,False,True,97.807721
OH00927S003,39.54462579,-84.00226322,CAESAR CREEK DAM - SADDLE DIKE 3,5674,dam_study,True,True,True,True,False,True,97.885142
MN00582,46.66911572,-94.11281778,PINE RIVER DAM,5266,dam_study,True,False,True,True,True,True,98.55844
KS00009,39.11347885,-95.42535861,PERRY DAM,3623,dam_study,True,False,True,True,True,True,101.3843
MN00576,45.76971345,-96.6309884,RESERVATION HIGHWAY DAM,1102,dam_study,True,False,True,True,True,True,101.567112
MN00577,45.86155967,-96.57301693,WHITE ROCK DAM,1072,dam_study,True,False,True,True,True,True,102.111902
GA01702,34.35775828,-82.82142793,HARTWELL DAM,378,dam_study,True,False,True,True,True,True,102.123406
MO20725S002,38.293,-93.358,HARRY S. TRUMAN DAM - STERETT CREEK DIKE,4265,dam_study,True,True,True,True,False,False,102.153282
AR00157,35.10424688,-93.64914894,BLUE MOUNTAIN DAM,6546,dam_study,True,True,True,True,False,True,106.155503
CA10112,36.83265291,-119.3256138,PINE FLAT DAM,1495,dam_study,True,False,True,True,True,True,107.920074
KS00004,38.24224332,-95.75566901,JOHN REDMOND DAM,6668,dam_study,True,True,True,True,False,True,109.189903
AR00158,34.95201535,-93.16043511,NIMROD DAM,6326,dam_study,True,True,True,True,False,True,109.991594
GA01705S001,34.028513,-82.583893,RICHARD B. RUSSELL DAM - SADDLE DIKE,1490,dam_study,True,False,False,False,False,False,110.373868
AR00174,36.42221163,-93.84762325,BEAVER DAM,1510,dam_study,True,False,True,True,True,True,110.637536
TX08007,32.64400997,-96.99095916,JOE POOL DAM,742,dam_study,True,False,True,True,True,True,112.8474
GA00824S001,34.170701,-84.077974,BUFORD DAM - SADDLE DIKE 1,5156,dam_study,True,True,True,True,False,True,113.034773
TX00001,32.25097428,-96.64137346,BARDWELL DAM,1150,dam_study,True,False,True,True,True,True,114.265282
PA00004S001,40.40378,-78.12691,RAYSTOWN DAM - HESSTON DIKE,2807,dam_study,True,False,True,False,False,False,114.617533
GA00824S002,34.165927,-84.076805,BUFORD DAM - SADDLE DIKE 2,5156,dam_study,True,True,True,True,False,True,115.485196
OR00016,44.11802334,-123.2921873,FERN RIDGE DAM,5462,dam_study,True,True,True,True,False,True,116.460329
MO20725,38.26375463,-93.40356992,HARRY S. TRUMAN DAM,4265,dam_study,True,True,True,True,False,True,120.485669
TX00009,31.95395578,-96.69517014,NAVARRO MILLS DAM,1091,dam_study,True,False,True,True,True,True,120.585047
AZ82203,34.23279662,-113.6012667,ALAMO DAM,5506,dam_study,True,True,True,True,False,True,121.664174
CA10202,35.33715601,-120.5027291,SALINAS DAM,5177,dam_study,True,True,True,False,False,True,122.060807
GA01705,34.02530595,-82.59434625,RICHARD B. RUSSELL DAM,1039,dam_study,True,False,True,False,False,True,123.573198
OH00927,39.48494999,-84.06129856,CAESAR CREEK DAM,5674,dam_study,True,True,True,True,False,True,125.221834
LA00180,32.3220823,-93.670212,WALLACE DAM,6486,dam_study,True,True,True,True,False,True,126.77789
GA00824S003,34.149098,-84.053916,BUFORD DAM - SADDLE DIKE 3,5156,dam_study,True,True,True,True,False,True,129.599045
TX00003,32.65374626,-97.45563026,BENBROOK DAM,1089,dam_study,True,False,True,True,True,True,131.30678
CA10101,37.36833864,-120.2280138,BEAR DAM,6488,dam_study,True,True,True,False,False,False,131.568478
TX04359,33.853329,-95.548332,PAT MAYSE DAM,2802,dam_study,True,False,True,True,True,True,132.969687
AZ10004S001,33.288462,-111.260127,WHITLOW RANCH DAM - SADDLE DIKE 1,4426,dam_study,True,False,False,False,False,False,134.107278
TX00007,33.03239063,-96.46857676,LAVON DAM,1088,dam_study,True,False,True,True,True,True,135.784944
TX00011,31.06445615,-94.09252964,SAM RAYBURN DAM,1092,dam_study,True,False,True,True,True,True,141.28469
AR00150,34.57300841,-93.19501188,BLAKELY MOUNTAIN DAM,117,dam_study,True,False,True,False,False,True,141.651994
OK10300,34.01043371,-95.38156891,HUGO DAM,1489,dam_study,True,False,True,True,True,True,141.810924
AR00159,36.24957169,-92.23825713,NORFORK DAM,1017,dam_study,True,False,True,True,False,True,142.673294
PA00004,40.4338978,-78.00693101,RAYSTOWN DAM,2806,dam_study,True,False,True,True,True,True,142.830938
MN00582S001,46.658,-94.1456,PINE RIVER DAM - DIKES 13 AND 14,5266,dam_study,True,False,False,False,False,False,147.738446
IA00012,41.72447816,-91.52977521,CORALVILLE DAM,984,dam_study,True,False,True,False,True,True,151.264905
MD00069,39.43224146,-79.12241495,JENNINGS RANDOLPH DAM,5164,dam_study,True,True,True,True,False,True,152.166109
OK10307,34.14616058,-94.68535924,BROKEN BOW DAM,1094,dam_study,True,False,True,True,True,True,154.706119
TX00010,31.96919634,-98.48558065,PROCTOR DAM,388,dam_study,True,False,True,True,True,True,155.720791
TX08005,30.70147678,-97.32983876,GRANGER DAM,1550,dam_study,True,False,True,True,True,True,157.383612
TX08006,30.66726958,-97.72553489,NORTH SAN GABRIEL DAM,1153,dam_study,True,False,True,True,True,True,159.025742
TX08008,33.35322194,-97.05539702,RAY ROBERTS DAM,5175,dam_study,True,True,True,True,False,True,160.55957
AZ10002,33.071998,-113.016526,PAINTED ROCK DAM,6468,dam_study,True,True,True,True,False,True,162.522605
SD01094S001,42.850686,-97.461517,GAVINS POINT DAM - YANKTON DAM,5161,dam_study,True,False,False,False,False,False,163.547929
TX00013,30.32040153,-96.52409137,SOMERVILLE DAM,4386,dam_study,True,True,True,True,False,True,164.066713
GA00824,34.16032625,-84.07387528,BUFORD DAM,5156,dam_study,True,True,True,True,False,True,166.000874
KY03001,37.021671,-88.220001,BARKLEY LOCK AND DAM,1095,dam_study,True,False,True,True,True,True,168.794581
TX00005,32.96985908,-97.05621136,GRAPEVINE DAM,1466,dam_study,True,False,True,True,True,True,169.070104
IL00001,41.503201,-88.102898,BRANDON ROAD LOCK AND DAM,6187,dam_study,True,True,False,False,False,False,172.804931
TX00016,31.59189131,-97.21143043,WACO DAM,283,dam_study,True,False,True,False,True,True,177.375342
TX08004,31.89824608,-97.20519598,AQUILLA DAM,1496,dam_study,True,False,True,True,True,True,182.687113
AZ10004,33.299451,-111.275653,WHITLOW RANCH DAM,4426,dam_study,True,True,True,True,False,True,185.729479
AR00151S002,34.178329,-93.099998,DEGRAY REREGULATING DAM,1075,dam_study,True,False,True,True,True,True,186.075238
KS00005,38.61941732,-97.96874986,KANOPOLIS DAM,6210,dam_study,True,True,True,True,False,True,192.251045
TX00020,32.7499904,-94.50439743,FERRELLS BRIDGE DAM,2820,dam_study,True,False,True,True,True,True,200.179498
TX00021,33.31279176,-94.16142485,WRIGHT PATMAN DAM,995,dam_study,True,False,True,True,True,True,201.608047
NM00006,35.40269945,-104.190496,CONCHAS DAM,5465,dam_study,True,True,True,True,False,True,206.716864
TX00017,31.86764781,-97.37049823,WHITNEY DAM,322,dam_study,True,False,True,True,True,True,209.599958
NM00004,33.29893513,-104.7246072,TWO RIVERS DIAMOND A DAM,6671,dam_study,True,True,True,True,False,False,218.332418
TX00012,31.48432569,-100.4818983,O.C. FISHER DAM,5172,dam_study,True,True,True,True,False,True,218.831944
TX00015,30.79991645,-94.1730835,TOWN BLUFF DAM,6566,dam_study,True,True,True,True,False,True,219.82117
SD01092,44.04169717,-99.44452825,BIG BEND DAM,5155,dam_study,True,True,True,True,False,True,229.37756
CA10105,39.24000554,-121.2692846,HARRY L. ENGLEBRIGHT DAM,5162,dam_study,True,True,True,True,False,True,238.624731
KS00049,37.26875708,-95.46792129,BIG HILL DAM,5468,dam_study,True,True,True,True,False,True,242.492355
IN03017,39.43930553,-85.00036796,BROOKVILLE DAM,7427,dam_study,True,True,True,True,False,True,252.992505
AR01201S003,34.098331,-94.381668,DEQUEEN DAM - SADDLE DIKE E,2799,dam_study,True,False,False,False,False,False,280.483197
AR01201S002,34.098331,-94.381668,DEQUEEN DAM - SADDLE DIKE C,2798,dam_study,True,False,False,False,False,False,284.684141
AR01200,34.2109288,-94.22830652,GILLHAM DAM,2800,dam_study,True,False,True,True,False,True,287.989182
OH00015S001,40.46171,-83.07738,DELAWARE DAM - WALDO LEVEE,5451,dam_study,True,True,True,True,False,False,288.327907
AR00160,36.36598692,-92.57523109,BULL SHOALS DAM,1016,dam_study,True,False,True,True,True,True,290.350621
AR01201S001,34.098331,-94.381668,DEQUEEN DAM - SADDLE DIKE A,2797,dam_study,True,False,False,False,False,False,301.928416
OR00003,44.75098351,-122.2830158,BIG CLIFF DAM,6467,dam_study,True,True,True,True,False,True,303.402957
AR01201,34.09818619,-94.38177957,DEQUEEN DAM,2796,dam_study,True,False,True,True,True,True,317.157201
TX00002,31.10851643,-97.47267685,BELTON DAM,988,dam_study,True,False,True,True,True,True,327.054721
NE01066,40.06876185,-99.21125081,HARLAN COUNTY DAM,5459,dam_study,True,True,True,True,False,True,327.268624
MO82201,39.52441307,-91.64385015,CLARENCE CANNON DAM,1037,dam_study,True,False,True,True,True,True,333.1381
CA10018,33.8964828,-117.8858701,FULLERTON DAM,5466,dam_study,True,True,True,True,False,False,345.343008
ID00287,46.51554363,-116.2963881,DWORSHAK DAM,403,dam_study,True,False,True,True,True,True,355.339663
PA00104,41.55892049,-78.59374315,EAST BRANCH DAM,383,dam_study,True,False,True,True,True,True,388.396317
AR00151S001,34.21924024,-93.09568082,DEGRAY DAM - SADDLE DIKE,1138,dam_study,True,False,True,False,False,False,415.410399
KS82201,38.6536321,-94.90506955,HILLSDALE DAM,5666,dam_study,True,True,True,True,False,True,417.291962
TX00019,29.77066115,-95.6465813,BARKER DAM,7328,dam_study,True,False,False,False,False,True,420.697494
OK10317,33.83022122,-96.57086832,DENISON DAM,964,dam_study,True,False,True,True,True,True,426.72609
IA00013,41.3696803,-92.98057992,RED ROCK DAM,1042,dam_study,True,False,True,True,True,True,429.223864
SD01093,43.06110325,-98.56016797,FORT RANDALL DAM,2811,dam_study,True,False,True,True,True,True,438.867087
AR00151,34.21433745,-93.11075068,DEGRAY DAM,1074,dam_study,True,False,True,True,True,True,442.800254
MT00025,48.00222808,-106.4179871,FORT PECK DAM,7988,dam_study,True,True,True,True,False,True,445.376529
ID00288,43.527969,-116.0537,LUCKY PEAK DAM,5463,dam_study,True,True,True,True,False,True,445.400285
TX00018,29.79062352,-95.62509149,ADDICKS DAM,7327,dam_study,True,False,True,False,False,True,459.073991
MO30202,36.59596719,-93.31081282,TABLE ROCK DAM,99,dam_study,True,False,True,True,True,True,469.180022
SD01094,42.84982324,-97.48217862,GAVINS POINT DAM,7989,dam_study,True,False,True,True,True,True,492.26548
MS82201S001,34.367828,-88.409899,JOHN RANKIN LOCK AND DAM - WEST EMBANKMENT,6767,dam_study,True,True,False,False,False,False,526.517654
MS82201,34.36313926,-88.40728005,JOHN RANKIN LOCK AND DAM,6767,dam_study,True,True,False,False,False,False,529.349943
CA10023,34.15730035,-117.6770708,SAN ANTONIO DAM,6407,dam_study,True,True,True,True,False,True,535.322784
MO82202,38.92364173,-94.46769911,LONGVIEW DAM,5168,dam_study,True,True,True,True,False,True,539.960887
CA10111,37.31464401,-120.1863439,OWENS DAM,4204,dam_study,True,False,True,False,False,False,543.944286
CA10107,37.2911793,-120.1478923,MARIPOSA DAM,4205,dam_study,True,False,False,False,False,False,562.191825
AZ10002S001,33.064957,-113.021524,PAINTED ROCK DAM - SADDLE DIKE 1,6468,dam_study,True,False,False,False,False,False,572.344071
WA00298,47.27820617,-121.7865479,HOWARD A. HANSON DAM,6346,dam_study,True,True,True,True,False,True,618.465527
CA10303,38.71842373,-123.0096199,WARM SPRINGS DAM,6807,dam_study,True,True,True,True,False,True,668.938282
AR00173S002,35.47544253,-92.08943848,Greers Ferry Dam - Saddle Dike 2,5467,dam_study,True,True,True,False,False,False,697.604892
TX00014,31.02244705,-97.53110592,STILLHOUSE HOLLOW DAM,4295,dam_study,True,False,False,False,True,True,703.98938
AR00173S001,35.525002,-92.0,GREERS FERRY DAM - SADDLE DIKE 1,5467,dam_study,True,True,True,False,False,False,723.53982
AR00173,35.52118329,-91.99423151,GREERS FERRY DAM,5467,dam_study,True,True,True,True,False,True,761.262388
NY01055,42.341032,-75.969786,WHITNEY POINT DAM,6426,dam_study,True,True,True,True,False,True,829.002758
NC00173S004,35.66866878,-79.01573149,B. EVERETT JORDAN DAM -  SADDLE DIKE 4,1502,dam_study,True,False,False,False,False,False,836.159212
NC00173S001,35.67033609,-79.0466477,B. EVERETT JORDAN DAM -  SADDLE DIKE 1,1502,dam_study,True,False,False,False,False,False,839.266466
NC00173S003,35.67116251,-79.02079713,B. EVERETT JORDAN DAM -  SADDLE DIKE 3,1502,dam_study,True,False,False,False,False,False,841.512296
NC00173S002,35.67476916,-79.02716694,B. EVERETT JORDAN DAM -  SADDLE DIKE 2,1502,dam_study,True,False,False,False,False,False,843.918062
CO01279,39.54415615,-105.0339458,SPRING GULCH DAM,4628,dam_study,True,True,True,True,False,False,876.978177
CO00004,39.65374485,-105.1374038,BEAR CREEK DAM,6206,dam_study,True,True,True,True,False,True,903.830558
ND00145,47.49862646,-101.4128138,GARRISON DAM,7987,dam_study,True,False,True,True,True,True,992.856941
NY01211,42.330719,-75.229083,EAST SIDNEY DAM,6427,dam_study,True,True,True,True,False,True,1086.249745
MS03059S001,34.073623,-88.073623,GLOVER WILKINS LOCK AND DAM - SPILLWAY,6189,dam_study,True,True,False,False,False,False,1269.730619
MS03059,34.06490948,-88.42558987,GLOVER WILKINS LOCK AND DAM,6189,dam_study,True,True,False,False,False,False,1272.147645
OH00029,39.26031139,-84.4956781,WEST FORK OF MILL CREEK DAM,5667,dam_study,True,True,True,True,False,True,1348.455659
SD01095,44.45150605,-100.4010307,OAHE DAM,6929,dam_study,True,True,True,True,False,True,1497.609546
OH00031,41.299999,-80.758331,MOSQUITO CREEK DAM,6367,dam_study,True,True,True,True,False,True,1698.766387
MN00574,46.21714143,-96.17923556,ORWELL DAM,6188,dam_study,True,True,True,True,False,True,1710.224575
IL00117,38.03732761,-88.96167853,REND DAM,6106,dam_study,True,True,True,True,False,True,2224.975334
OK10318,36.54905474,-99.56057072,FORT SUPPLY DAM,4203,dam_study,True,False,True,True,True,True,2663.551835
MS01494,33.82162942,-89.77239369,GRENADA DAM,5646,dam_study,True,True,True,True,False,True,2757.938278
CA10244,37.11066163,-119.88458,HIDDEN DAM,5887,dam_study,True,True,True,True,False,True,3314.637779
CA10019,34.26098103,-118.3867591,HANSEN DAM,1503,dam_study,True,False,True,True,False,False,4026.624519
CA10103,37.37687394,-120.2754323,BURNS DAM,6487,dam_study,True,True,True,False,False,False,4510.146133
